,0,1,2,3,4
LTX6IN0,"('RVSZ', 0.9998226761817932)","('GHYX', 0.0001196417506434)","('QBOL', 1.5105344573385082e-05)","('SOP4', 1.1356598406564444e-05)","('PYUQ', 6.609195224882569e-06)"
QY91MCZ,"('K6QO', 0.7035394906997681)","('QBOL', 0.2608463764190674)","('GHYX', 0.0104336366057395)","('ECY3', 0.0093610389158129)","('PYUQ', 0.0065941321663558)"
S78FARX,"('QBOL', 0.915095865726471)","('RVSZ', 0.065401442348957)","('GHYX', 0.0095675624907016)","('ECY3', 0.0025719294790178)","('JZ9D', 0.001315947738476)"
82W6NRV,"('N2MW', 0.9947890043258668)","('RVSZ', 0.0026206909678876)","('QBOL', 0.0008216304704546)","('GHYX', 0.0005761067732237)","('PYUQ', 0.0004450537089724)"
IHDOLF3,"('K6QO', 0.9643816351890564)","('GHYX', 0.0211325399577617)","('QBOL', 0.0118558248504996)","('RIBP', 0.0009435769170522)","('AHXO', 0.0002953814400825)"
2APRYPA,"('J9JW', 0.9993799924850464)","('GHYX', 0.0002079216938)","('RVSZ', 0.000143607991049)","('QBOL', 0.0001390280522173)","('PYUQ', 6.770834443159401e-05)"
CDJ0WCM,"('RVSZ', 0.9998096823692322)","('GHYX', 9.99755138764158e-05)","('PYUQ', 1.6539539501536638e-05)","('RIBP', 1.587988117535133e-05)","('AHXO', 1.2745443200401496e-05)"
Z9S1W5H,"('RVSZ', 0.9996781349182128)","('GHYX', 0.0002393097238382)","('PYUQ', 1.891569809231441e-05)","('ECY3', 1.2413323929649778e-05)","('N2MW', 1.217256794916466e-05)"
FJ0PKON,"('J9JW', 0.9895542860031128)","('QBOL', 0.0086756581440567)","('RVSZ', 0.0004764138720929)","('GHYX', 0.0004615576181095)","('PYUQ', 0.0003926381759811)"
PXQO5YN,"('K6QO', 0.9938775897026062)","('QBOL', 0.0022736222017556)","('GHYX', 0.0019605888519436)","('ECY3', 0.0007396270520985)","('PYUQ', 0.0002915157238021)"
MGET3ID,"('K6QO', 0.9843255281448364)","('GHYX', 0.0033466359600424)","('N2MW', 0.0032376104500144)","('ECY3', 0.0026524513959884)","('7POT', 0.0019164597615599)"
23PR9CM,"('JZ9D', 0.9990498423576356)","('RVSZ', 0.0004453263536561)","('ECY3', 0.0001808260567486)","('GHYX', 0.000107292944449)","('PYUQ', 0.0001061525254044)"
R2ZOIYW,"('RIBP', 0.7798023223876953)","('RVSZ', 0.0962967500090599)","('8NN1', 0.0441494919359684)","('SOP4', 0.0388589091598987)","('66FJ', 0.0161222368478775)"
FJDOYDT,"('K6QO', 0.9254332184791564)","('QBOL', 0.0225311256945133)","('66FJ', 0.0188755951821804)","('GHYX', 0.0162509530782699)","('SOP4', 0.0071594296023249)"
5YCNFN1,"('K6QO', 0.9845369458198548)","('QBOL', 0.0049103153869509)","('PYUQ', 0.0033097849227488)","('GHYX', 0.0026937709189951)","('ECY3', 0.0010448130778968)"
7TI2TK7,"('RVSZ', 0.9993969202041626)","('GHYX', 0.0002426458813715)","('N2MW', 0.0001438039325876)","('RIBP', 0.0001307667407672)","('PYUQ', 2.855591446859762e-05)"
J14HF7A,"('RVSZ', 0.4716106355190277)","('PYUQ', 0.2260210961103439)","('66FJ', 0.098864808678627)","('RIBP', 0.0652815401554107)","('LJR9', 0.0515334792435169)"
JTEFFQX,"('RVSZ', 0.9997392296791076)","('GHYX', 0.0001891874126158)","('7POT', 1.225151845574146e-05)","('QBOL', 1.1187639756826684e-05)","('RIBP', 9.279497135139536e-06)"
WK0SR4L,"('K6QO', 0.9575936794281006)","('QBOL', 0.0370235070586204)","('GHYX', 0.0014608000637963)","('ECY3', 0.0009571019909344)","('RIBP', 0.000853237521369)"
41LC0E2,"('RIBP', 0.6223611831665039)","('SOP4', 0.2687041163444519)","('RVSZ', 0.0797381401062011)","('66FJ', 0.0155269782990217)","('PYUQ', 0.0066577102988958)"
J0BZLYS,"('RVSZ', 0.6327284574508667)","('RIBP', 0.1048174053430557)","('PYUQ', 0.0954467058181762)","('GHYX', 0.0407599620521068)","('SOP4', 0.0355543717741966)"
REO2MLR,"('K6QO', 0.4489932954311371)","('QBOL', 0.2538570761680603)","('PYUQ', 0.1802969723939895)","('ECY3', 0.0837144032120704)","('SOP4', 0.0087932217866182)"
8CPJX1U,"('QBOL', 0.5962597727775574)","('ECY3', 0.2139826864004135)","('GHYX', 0.048702448606491)","('JWFN', 0.0404964685440063)","('N2MW', 0.0384032092988491)"
L5EGCLL,"('K6QO', 0.973160982131958)","('QBOL', 0.0172692518681287)","('PYUQ', 0.0051162564195692)","('ECY3', 0.0021674379240721)","('GHYX', 0.0015928620705381)"
ZAF9PPV,"('K6QO', 0.9933632612228394)","('QBOL', 0.0029946977738291)","('PYUQ', 0.0012057081330567)","('N2MW', 0.0007111660088412)","('ECY3', 0.0004990175366401)"
3SOY7OU,"('K6QO', 0.9126875400543212)","('QBOL', 0.0574649572372436)","('GHYX', 0.0240565035492181)","('PYUQ', 0.0037265925202518)","('7POT', 0.0005463326815515)"
PCK0JSU,"('RVSZ', 0.999795138835907)","('GHYX', 0.0001198868703795)","('PYUQ', 2.1101255697431043e-05)","('QBOL', 1.443753262719838e-05)","('JWFN', 1.0243681572319474e-05)"
PN1DZ2C,"('PYUQ', 0.6264987587928772)","('QBOL', 0.1792018264532089)","('K6QO', 0.1453828364610672)","('ECY3', 0.013810290955007)","('GHYX', 0.0081596365198493)"
4S7IXDB,"('RVSZ', 0.9998409748077391)","('N2MW', 5.843104372615926e-05)","('GHYX', 2.5727551474119537e-05)","('QBOL', 2.286983908561524e-05)","('PYUQ', 1.200101451104274e-05)"
MZPS8T9,"('K6QO', 0.9869317412376404)","('QBOL', 0.0066683329641819)","('PYUQ', 0.0022788858041167)","('ECY3', 0.0013104368699714)","('N2MW', 0.0007199385436251)"
AG886OG,"('RVSZ', 0.9998010993003844)","('N2MW', 6.53811584925279e-05)","('PYUQ', 5.952006176812574e-05)","('GHYX', 3.1726631277706474e-05)","('SOP4', 1.0162901162402704e-05)"
6OX0L60,"('K6QO', 0.9938137531280518)","('QBOL', 0.0024149983655661)","('GHYX', 0.0013722812291234)","('ECY3', 0.0007603743579238)","('66FJ', 0.0003397547698114)"
WPR10IF,"('K6QO', 0.9964805245399476)","('QBOL', 0.0013314856914803)","('GHYX', 0.0006831335485912)","('PYUQ', 0.0006056035053916)","('ECY3', 0.0003686290583573)"
3NPE0OB,"('K6QO', 0.721420168876648)","('ECY3', 0.1423086524009704)","('GHYX', 0.0883299484848976)","('QBOL', 0.0292163267731666)","('AHXO', 0.0061849234625697)"
FH380HE,"('K6QO', 0.9233499765396118)","('QBOL', 0.066546693444252)","('PYUQ', 0.0043713841587305)","('GHYX', 0.0033491996582597)","('ECY3', 0.0010092711308971)"
J71AOEC,"('K6QO', 0.9889119863510132)","('GHYX', 0.0053325262852013)","('QBOL', 0.0042536524124443)","('PYUQ', 0.000464199896669)","('ECY3', 0.0003927944344468)"
EWADVMI,"('K6QO', 0.6868373155593872)","('RIBP', 0.2309479117393493)","('SOP4', 0.0377209819853305)","('QBOL', 0.0209667962044477)","('66FJ', 0.0108107710257172)"
SDIYR0A,"('K6QO', 0.9910146594047546)","('QBOL', 0.0070223845541477)","('GHYX', 0.00106531905476)","('ECY3', 0.0003663767129182)","('PYUQ', 0.0001128188887378)"
ZI3JDUA,"('K6QO', 0.9360441565513612)","('RIBP', 0.0278875436633825)","('GHYX', 0.0159988515079021)","('PYUQ', 0.006115605123341)","('8NN1', 0.004756776150316)"
Q4JLHJ7,"('QBOL', 0.788749098777771)","('PYUQ', 0.1327268183231353)","('GHYX', 0.064876027405262)","('ECY3', 0.0044399900361895)","('JWFN', 0.0030843338463455)"
UI3FNZ7,"('K6QO', 0.8887190818786621)","('QBOL', 0.0960445627570152)","('N2MW', 0.0049578291364014)","('GHYX', 0.0035875849425792)","('RIBP', 0.0021093131508678)"
S97QRF9,"('K6QO', 0.4412913024425506)","('AHXO', 0.4121229648590088)","('QBOL', 0.084011934697628)","('RIBP', 0.0200064815580844)","('ECY3', 0.0130103612318634)"
HINGR8M,"('K6QO', 0.9524711966514589)","('QBOL', 0.0361724868416786)","('GHYX', 0.0072525134310126)","('ECY3', 0.0009497204446233)","('PYUQ', 0.000821141700726)"
ZXO08VH,"('RVSZ', 0.7615332007408142)","('PYUQ', 0.201452150940895)","('GHYX', 0.0167459920048713)","('7POT', 0.00382163352333)","('RIBP', 0.0037982126232236)"
FXTII1V,"('K6QO', 0.847150444984436)","('GHYX', 0.0801886320114135)","('PYUQ', 0.036611083894968)","('RIBP', 0.0196119919419288)","('N2MW', 0.0056035849265754)"
M8AZL7U,"('K6QO', 0.9963204860687256)","('QBOL', 0.0022238790988922)","('GHYX', 0.0009468482458032)","('ECY3', 0.0001823804923333)","('JWFN', 8.252904081018642e-05)"
57QU9G8,"('QBOL', 0.7555997967720032)","('K6QO', 0.1781477183103561)","('ECY3', 0.0406715236604213)","('PYUQ', 0.0115358242765069)","('GHYX', 0.0036186801735311)"
QTRYENT,"('RVSZ', 0.9998517036437988)","('QBOL', 5.359015995054506e-05)","('GHYX', 4.256795727997087e-05)","('PYUQ', 1.366861215501558e-05)","('ECY3', 7.109742909960914e-06)"
G8YM9WH,"('RVSZ', 0.9991938471794128)","('GHYX', 0.000735905370675)","('PYUQ', 1.403799615218304e-05)","('QBOL', 1.2199621778563596e-05)","('N2MW', 6.820549970143475e-06)"
OZ9H07L,"('RVSZ', 0.9998018145561218)","('GHYX', 0.0001584543933859)","('PYUQ', 1.1093132343376055e-05)","('QBOL', 1.0197615665674675e-05)","('ECY3', 3.154395926685538e-06)"
2D0V7TC,"('K6QO', 0.982602596282959)","('GHYX', 0.0095702987164258)","('PYUQ', 0.0025322204455733)","('N2MW', 0.0012544548371806)","('AHXO', 0.000758335343562)"
5UZQ036,"('K6QO', 0.996096670627594)","('QBOL', 0.0014260187745094)","('ECY3', 0.0010267751058563)","('GHYX', 0.0005469543975777)","('PYUQ', 0.0003121644549537)"
DVXTJ8F,"('K6QO', 0.9711163640022278)","('PYUQ', 0.0120330294594168)","('ECY3', 0.0078995861113071)","('N2MW', 0.0024368362501263)","('LJR9', 0.0018003102159127)"
QJZNYPM,"('K6QO', 0.9980060458183287)","('QBOL', 0.0013244688743725)","('GHYX', 0.0001852750865509)","('P5DA', 9.107908408623187e-05)","('ECY3', 9.054481779458e-05)"
SG38OT6,"('K6QO', 0.99221670627594)","('QBOL', 0.0031677118968218)","('N2MW', 0.0018815580988302)","('GHYX', 0.0011640293523669)","('ECY3', 0.0003139541950076)"
KU5E7TR,"('QBOL', 0.8983039259910583)","('PYUQ', 0.0556067861616611)","('GHYX', 0.0245157424360513)","('ECY3', 0.0100966375321149)","('RIBP', 0.0020970695186406)"
494DOUB,"('RVSZ', 0.9997571110725404)","('PYUQ', 0.0001336515560979)","('GHYX', 4.007123061455786e-05)","('QBOL', 2.025825051532593e-05)","('N2MW', 1.6524309103260748e-05)"
2T74CZY,"('K6QO', 0.9581381678581238)","('PYUQ', 0.0264980923384428)","('QBOL', 0.008879292756319)","('ECY3', 0.0036150065716356)","('GHYX', 0.0012174036819487)"
9GE9CH9,"('RVSZ', 0.9998565912246704)","('QBOL', 3.248396751587279e-05)","('GHYX', 2.758401205937844e-05)","('SOP4', 2.321172541996929e-05)","('PYUQ', 1.867821811174508e-05)"
YASZLEX,"('RVSZ', 0.9997250437736512)","('GHYX', 8.673799311509356e-05)","('PYUQ', 5.921728006796912e-05)","('QBOL', 3.520433165249415e-05)","('ECY3', 3.035963891306892e-05)"
N83J5I3,"('QBOL', 0.9045342206954956)","('JWFN', 0.0424877665936946)","('GHYX', 0.0167028214782476)","('ECY3', 0.0138178300112485)","('N2MW', 0.0089438445866107)"
PT1HULI,"('RVSZ', 0.8570913076400757)","('PYUQ', 0.0631018877029419)","('N2MW', 0.0189349185675382)","('GHYX', 0.0162976551800966)","('LJR9', 0.0114490296691656)"
WM1PZGK,"('RVSZ', 0.9991231560707092)","('GHYX', 0.0007901532226242)","('QBOL', 4.362901745480485e-05)","('PYUQ', 1.6579602743149735e-05)","('N2MW', 4.859300133830402e-06)"
ECP3L9E,"('QBOL', 0.6920692324638367)","('K6QO', 0.17497219145298)","('BSTQ', 0.0960410460829734)","('LJR9', 0.0084907133132219)","('ECY3', 0.0071748360060155)"
X1MZPYJ,"('RVSZ', 0.999817430973053)","('QBOL', 7.923685916466638e-05)","('7POT', 2.4311273591592908e-05)","('GHYX', 2.156313530576881e-05)","('PYUQ', 1.309643812419381e-05)"
IMO6OCU,"('7POT', 0.4970346093177795)","('QBOL', 0.158842846751213)","('RIBP', 0.1089585274457931)","('RVSZ', 0.0784338489174842)","('ECY3', 0.0466238632798194)"
OFU1S2X,"('RVSZ', 0.9996827840805054)","('PYUQ', 0.0002447757287882)","('SOP4', 1.623110074433498e-05)","('GHYX', 1.468779009883292e-05)","('QBOL', 1.3692667380382773e-05)"
2U8HODI,"('RVSZ', 0.9880924224853516)","('GHYX', 0.0057651572860777)","('QBOL', 0.0040842192247509)","('JWFN', 0.0003226718690712)","('P5DA', 0.0002450332976877)"
CHJ815P,"('RVSZ', 0.9997616410255432)","('GHYX', 0.0001121604582294)","('PYUQ', 4.730431828647852e-05)","('QBOL', 2.8616506824619137e-05)","('JWFN', 8.793644155957736e-06)"
MELQVP8,"('K6QO', 0.9015461206436156)","('GHYX', 0.0547869205474853)","('QBOL', 0.015412975102663)","('PYUQ', 0.0145180383697152)","('ECY3', 0.0104406829923391)"
9USCVWS,"('QBOL', 0.698543131351471)","('JWFN', 0.1083432286977768)","('ECY3', 0.0373640656471252)","('N2MW', 0.0342794433236122)","('GHYX', 0.0316613726317882)"
385ZDKI,"('K6QO', 0.9898102283477784)","('QBOL', 0.0043138959445059)","('GHYX', 0.0016533485613763)","('PYUQ', 0.0013733884552493)","('RIBP', 0.0012456176336854)"
7EWYIS5,"('K6QO', 0.9512324333190918)","('QBOL', 0.0335712619125843)","('GHYX', 0.0060730334371328)","('PYUQ', 0.0029686337802559)","('66FJ', 0.0025255077052861)"
3DE8K8H,"('RVSZ', 0.9998149275779724)","('GHYX', 0.0001124889822676)","('QBOL', 4.5499011321226135e-05)","('ECY3', 5.106268872623332e-06)","('N2MW', 2.9969010029162746e-06)"
FWRVMGK,"('K6QO', 0.6374398469924927)","('QBOL', 0.2271559983491897)","('PYUQ', 0.0926469713449478)","('GHYX', 0.0308302473276853)","('RIBP', 0.0040539954788982)"
VZMC2T6,"('K6QO', 0.9819658398628236)","('QBOL', 0.0082398699596524)","('PYUQ', 0.0065620336681604)","('N2MW', 0.000868126458954)","('RIBP', 0.0005755624151788)"
R44VBKD,"('RIBP', 0.3525572419166565)","('QBOL', 0.2392220050096511)","('8NN1', 0.1928685158491134)","('LJR9', 0.1022309139370918)","('RVSZ', 0.0369573906064033)"
LQ6M5HK,"('K6QO', 0.955886960029602)","('ECY3', 0.03040068782866)","('GHYX', 0.010720464400947)","('QBOL', 0.0013709414051845)","('AHXO', 0.000406104925787)"
YDTPI3I,"('RVSZ', 0.5636615753173828)","('7POT', 0.1424022018909454)","('GHYX', 0.0842038840055465)","('PYUQ', 0.0739875435829162)","('LJR9', 0.0512857697904109)"
9RF7HZ2,"('J9JW', 0.9986394047737122)","('PYUQ', 0.0005823678802698)","('RVSZ', 0.0005713890423066)","('GHYX', 0.0001132690595113)","('LJR9', 1.8417980754747987e-05)"
7FWP7CS,"('RVSZ', 0.9997811913490297)","('GHYX', 0.000102383964986)","('QBOL', 4.225659358780831e-05)","('PYUQ', 2.538491389714181e-05)","('ECY3', 2.04904681595508e-05)"
36Q3YSQ,"('RVSZ', 0.7516310811042786)","('8NN1', 0.1305715143680572)","('SOP4', 0.0435552932322025)","('LJR9', 0.0269353669136762)","('66FJ', 0.0129185980185866)"
6F8FTAQ,"('K6QO', 0.9566943645477296)","('QBOL', 0.0201154891401529)","('PYUQ', 0.0135279232636094)","('ECY3', 0.0047437981702387)","('GHYX', 0.001258855802007)"
CZDYPPQ,"('K6QO', 0.9930226802825928)","('GHYX', 0.0035102851688861)","('QBOL', 0.0021526010241359)","('PYUQ', 0.0003916982677765)","('ECY3', 0.0003831136855296)"
DGLBGQ8,"('K6QO', 0.9760475158691406)","('PYUQ', 0.0079354476183652)","('RIBP', 0.0045891823247075)","('GHYX', 0.0040165623649954)","('ECY3', 0.0036812520120292)"
Y9BWHBJ,"('K6QO', 0.7058988809585571)","('QBOL', 0.2511927783489227)","('GHYX', 0.0149772865697741)","('PYUQ', 0.0106720179319381)","('ECY3', 0.0041245613247156)"
2OPAK8K,"('K6QO', 0.9686886072158812)","('GHYX', 0.0182235687971115)","('QBOL', 0.01013904530555)","('ECY3', 0.0007279117708094)","('PYUQ', 0.000590824347455)"
7XO2Y0F,"('RVSZ', 0.9997110962867736)","('GHYX', 0.0002210815728176)","('PYUQ', 2.2463880668510683e-05)","('JWFN', 1.012011034617899e-05)","('ECY3', 7.822564839443658e-06)"
SK2WP1Q,"('RVSZ', 0.5951545238494873)","('PYUQ', 0.0730731040239334)","('QBOL', 0.0609049871563911)","('7POT', 0.0606799088418483)","('SOP4', 0.0553497821092605)"
ZE0NS8X,"('RVSZ', 0.99986732006073)","('GHYX', 4.452529174159281e-05)","('N2MW', 3.44057880283799e-05)","('QBOL', 1.0610263416310772e-05)","('PYUQ', 1.0312960512237623e-05)"
TALIXKD,"('K6QO', 0.8612818717956543)","('GHYX', 0.0865465030074119)","('QBOL', 0.0372211262583732)","('RIBP', 0.0031820766162127)","('N2MW', 0.0026496464852243)"
6IP6KL4,"('RVSZ', 0.9997718930244446)","('PYUQ', 4.938262645737268e-05)","('GHYX', 4.553116741590202e-05)","('QBOL', 3.226181070203893e-05)","('N2MW', 1.856051312643104e-05)"
XWGL786,"('RVSZ', 0.7233625650405884)","('PYUQ', 0.1479080468416214)","('7POT', 0.0788541808724403)","('RIBP', 0.0170946009457111)","('N2MW', 0.013876843266189)"
TB5KCGR,"('RVSZ', 0.9995112419128418)","('SOP4', 0.0001301310257986)","('PYUQ', 9.533873526379466e-05)","('ECY3', 4.879974585492164e-05)","('QBOL', 4.170068496023305e-05)"
GW56725,"('QBOL', 0.5731023550033569)","('K6QO', 0.2509964108467102)","('PYUQ', 0.1162021681666374)","('GHYX', 0.0338639132678508)","('ECY3', 0.0138643393293023)"
BXZ9ISG,"('RVSZ', 0.999722421169281)","('N2MW', 0.0001165139037766)","('GHYX', 8.260796312242746e-05)","('QBOL', 2.7010462872567587e-05)","('PYUQ', 1.5026376786408946e-05)"
EN8DZYJ,"('K6QO', 0.9674079418182372)","('GHYX', 0.0289183277636766)","('PYUQ', 0.0019895101431757)","('ECY3', 0.0007051788270473)","('N2MW', 0.0001961626694537)"
ER2VUID,"('K6QO', 0.9942761063575744)","('QBOL', 0.0042206705547869)","('GHYX', 0.0007705994648858)","('ECY3', 0.0002079006953863)","('PYUQ', 0.0001129521842813)"
YEEEWSH,"('QBOL', 0.7677414417266846)","('K6QO', 0.1994509100914001)","('GHYX', 0.0117343002930283)","('PYUQ', 0.0116087784990668)","('RIBP', 0.0037762771826237)"
P59AT06,"('ECY3', 0.3174504935741424)","('PYUQ', 0.2855542004108429)","('N2MW', 0.2143044471740722)","('JWFN', 0.0718967095017433)","('AHXO', 0.0277766659855842)"
GW87K14,"('RVSZ', 0.9997783303260804)","('GHYX', 0.0001407981035299)","('QBOL', 3.094611383858137e-05)","('PYUQ', 2.175944609916769e-05)","('N2MW', 6.432000191125553e-06)"
4ET7NQM,"('RVSZ', 0.9998667240142822)","('7POT', 2.717503230087459e-05)","('GHYX', 2.535287239879836e-05)","('ECY3', 2.2019356038072143e-05)","('N2MW', 1.3001385013922118e-05)"
ZSH95DK,"('K6QO', 0.5740988850593567)","('QBOL', 0.2986401617527008)","('PYUQ', 0.1010653674602508)","('ECY3', 0.0136604262515902)","('GHYX', 0.0041761645115911)"
UGR6QKL,"('RVSZ', 0.9997881054878236)","('GHYX', 7.834414282115176e-05)","('N2MW', 2.515345295250881e-05)","('PYUQ', 2.40064000536222e-05)","('QBOL', 2.082571700157132e-05)"
22ZDVCZ,"('RIBP', 0.5132227540016174)","('K6QO', 0.3749884963035583)","('ECY3', 0.037397313863039)","('QBOL', 0.0255000460892915)","('LJR9', 0.0197063889354467)"
MJM9YDF,"('K6QO', 0.977075695991516)","('QBOL', 0.0158952381461858)","('GHYX', 0.0032127224840223)","('ECY3', 0.0009101845207624)","('N2MW', 0.0006316634244285)"
8FQTYI3,"('K6QO', 0.96731436252594)","('QBOL', 0.0241164360195398)","('GHYX', 0.0036282450892031)","('PYUQ', 0.0029382647480815)","('ECY3', 0.000776260625571)"
YVMH3PF,"('K6QO', 0.4219766855239868)","('QBOL', 0.2737250030040741)","('SOP4', 0.1256363093852996)","('PYUQ', 0.0545932948589324)","('ECY3', 0.0377378724515438)"
RE1M3VL,"('K6QO', 0.9939444661140442)","('GHYX', 0.0032161734998226)","('PYUQ', 0.00106473849155)","('7POT', 0.0003682098758872)","('ECY3', 0.0003521384496707)"
WANABT8,"('7POT', 0.9240745306015016)","('RIBP', 0.0230358615517616)","('RVSZ', 0.0168385282158851)","('8NN1', 0.016175078228116)","('FM3X', 0.0094135841354727)"
R4FF2U7,"('QBOL', 0.5984381437301636)","('RVSZ', 0.3260714113712311)","('GHYX', 0.0315729901194572)","('FM3X', 0.0163535289466381)","('N2MW', 0.0116701908409595)"
QPODBG7,"('PYUQ', 0.4415028989315033)","('QBOL', 0.4109560847282409)","('RVSZ', 0.095490276813507)","('GHYX', 0.0131552666425704)","('ECY3', 0.0107107469812035)"
VN2K29G,"('RVSZ', 0.62303626537323)","('GHYX', 0.2711795270442962)","('PYUQ', 0.0875722989439964)","('N2MW', 0.0031288131140172)","('ECY3', 0.0025541111826896)"
Q7K0PAA,"('RVSZ', 0.999606430530548)","('GHYX', 0.0002451436594128)","('QBOL', 7.672789070056751e-05)","('AHXO', 1.9148305000271648e-05)","('N2MW', 1.781133505573962e-05)"
HRQ7SZF,"('RVSZ', 0.9996387958526612)","('QBOL', 8.931048068916425e-05)","('GHYX', 8.751033601583913e-05)","('AHXO', 3.4006647183559835e-05)","('RIBP', 2.156462869606912e-05)"
M70QT57,"('RVSZ', 0.9997676014900208)","('GHYX', 0.0001535205665277)","('QBOL', 3.417949119466357e-05)","('ECY3', 1.812914888432715e-05)","('AHXO', 5.531688657356426e-06)"
CHUHCR2,"('QBOL', 0.6106505393981934)","('K6QO', 0.3333686888217926)","('PYUQ', 0.0236246176064014)","('P5DA', 0.0101730301976203)","('ECY3', 0.0048473211936652)"
0E3IBH1,"('RVSZ', 0.4649875164031982)","('QBOL', 0.1644805073738098)","('ECY3', 0.1499295234680175)","('PYUQ', 0.1058985292911529)","('N2MW', 0.0308393090963363)"
RHZDG96,"('RVSZ', 0.9998559951782228)","('GHYX', 3.84735430998262e-05)","('QBOL', 3.484952685539611e-05)","('BSTQ', 2.5001452740980312e-05)","('FM3X', 6.072230462450534e-06)"
S9TPZ6X,"('K6QO', 0.960796356201172)","('QBOL', 0.0172718837857246)","('ECY3', 0.0096938200294971)","('PYUQ', 0.0052476809360086)","('GHYX', 0.0032159879337996)"
PN14VD7,"('J9JW', 0.9974576830863952)","('GHYX', 0.000894856522791)","('QBOL', 0.0004713581874966)","('RVSZ', 0.0003629701386671)","('ECY3', 0.0002415230119368)"
98V42TZ,"('RVSZ', 0.9996898174285888)","('GHYX', 0.0001874284062068)","('ECY3', 3.158185791107826e-05)","('N2MW', 2.287698043801356e-05)","('QBOL', 1.7547819879837334e-05)"
0ST14X0,"('K6QO', 0.9881006479263306)","('PYUQ', 0.0070942696183919)","('GHYX', 0.0018950861413031)","('QBOL', 0.001651732251048)","('RIBP', 0.0002969299675896)"
N4L205I,"('K6QO', 0.9755595326423644)","('QBOL', 0.0139999547973275)","('GHYX', 0.0053881290368735)","('RIBP', 0.0012260091025382)","('ECY3', 0.0007633498753421)"
04DCBF3,"('RVSZ', 0.9995885491371156)","('PYUQ', 0.00021115061827)","('QBOL', 9.031537047121674e-05)","('GHYX', 2.859583946701605e-05)","('N2MW', 2.428015613986645e-05)"
QTWJEP0,"('K6QO', 0.9670063257217408)","('GHYX', 0.0177611410617828)","('PYUQ', 0.0078918021172285)","('ECY3', 0.0018287592101842)","('7POT', 0.0016664305003359)"
UPO2K4W,"('RVSZ', 0.4366105496883392)","('PYUQ', 0.3533965051174164)","('LJR9', 0.0765501409769058)","('GHYX', 0.0725441426038742)","('ECY3', 0.0165023859590291)"
A35K8EL,"('K6QO', 0.9818313717842102)","('PYUQ', 0.0118690561503171)","('GHYX', 0.0035767704248428)","('QBOL', 0.001446760026738)","('ECY3', 0.0004890833515673)"
4BRIEXR,"('RVSZ', 0.9998540878295898)","('GHYX', 5.595892798737623e-05)","('N2MW', 2.876960570574738e-05)","('PYUQ', 1.3500345630745867e-05)","('RIBP', 1.238771619682666e-05)"
2WGUAX8,"('RVSZ', 0.6761303544044495)","('PYUQ', 0.1851194053888321)","('GHYX', 0.0502889566123485)","('7POT', 0.0472911484539508)","('N2MW', 0.0207869820296764)"
3W6OBNR,"('RVSZ', 0.9999105930328368)","('GHYX', 2.0050838429597206e-05)","('PYUQ', 1.5185814845608547e-05)","('7POT', 1.470716051699128e-05)","('QBOL', 9.53468588704709e-06)"
VMQ41VD,"('K6QO', 0.9900805354118348)","('QBOL', 0.004354293923825)","('GHYX', 0.0021088947542011)","('PYUQ', 0.0020812943112105)","('ECY3', 0.0004709066124632)"
F7607JQ,"('K6QO', 0.9945458173751832)","('QBOL', 0.0025620982050895)","('GHYX', 0.0021585905924439)","('ECY3', 0.0002317790640518)","('PYUQ', 0.0001084705436369)"
HE8YS66,"('K6QO', 0.5263797044754028)","('QBOL', 0.4087713956832886)","('RIBP', 0.0284573640674352)","('GHYX', 0.0114193530753254)","('SOP4', 0.0079336958006024)"
7RU5Z9E,"('K6QO', 0.9761402010917664)","('QBOL', 0.0091989710927009)","('PYUQ', 0.0054048211313784)","('GHYX', 0.0032673890236765)","('AHXO', 0.0027924347668886)"
HNRMBI6,"('RVSZ', 0.9997289776802064)","('GHYX', 0.0001393087732139)","('N2MW', 2.650010901561473e-05)","('AHXO', 2.3014274120214395e-05)","('PYUQ', 2.2951195205678232e-05)"
Z8HF8DZ,"('K6QO', 0.9788893461227416)","('QBOL', 0.0122849382460117)","('PYUQ', 0.0027007979806512)","('JWFN', 0.0015053866663947)","('N2MW', 0.0012326677097007)"
2NVCUHK,"('J9JW', 0.998251497745514)","('RVSZ', 0.0008826394332572)","('GHYX', 0.0004640505358111)","('QBOL', 0.0002311532007297)","('PYUQ', 9.84577927738428e-05)"
B8SYAHF,"('QBOL', 0.6372837424278259)","('JWFN', 0.2792693674564361)","('PYUQ', 0.0198955982923507)","('GHYX', 0.017297999933362)","('ECY3', 0.0154352914541959)"
UE4GM1E,"('K6QO', 0.981256663799286)","('QBOL', 0.0088403671979904)","('GHYX', 0.005759036168456)","('PYUQ', 0.0011140645947307)","('ECY3', 0.0010075558675453)"
T1SHCW1,"('RVSZ', 0.9998173117637634)","('GHYX', 6.32548108114861e-05)","('SOP4', 3.152545468765311e-05)","('PYUQ', 2.0343555661384016e-05)","('RIBP', 1.2091853022866417e-05)"
8195FYA,"('RVSZ', 0.9999158382415771)","('GHYX', 2.998820309585426e-05)","('QBOL', 9.655062058300246e-06)","('N2MW', 8.927786439016927e-06)","('PYUQ', 7.979945621627849e-06)"
0UQCZD9,"('RVSZ', 0.999723255634308)","('GHYX', 9.683395182946696e-05)","('PYUQ', 7.785524940118194e-05)","('QBOL', 3.1326493626693264e-05)","('N2MW', 1.3692217180505397e-05)"
